Brand,Product,Price,Image_Link,Product_Link,summary,Fragrance Family,Key Notes,Benefits,How To Use,Ingredients
GivenchyÂ,L'Interdit Eau de Parfum,$104.00 - $160.00,,https://www.ulta.com/p/linterdit-eau-de-parfum-pimprod2012977?sku=2588645,"A tribute to bold femininity, this iconic women's fragrance by Givenchy embraces orange blossom, jasmine, and tuberose cut with wood base notes. The bottle is an homage to Hubert de Givenchy's first perfume, L'Interdit, from 1957. L'Interdit is unforgettable, intense and fearlessly elegant.",Woody,"Top - orange blossomMiddle - jasmine, tuberoseBase - vetiver, patchouli Item 2588645",,,
CliniqueÂ,My Happy Indigo Mist Perfume Spray,$35.00,,https://www.ulta.com/p/my-happy-indigo-mist-perfume-spray-pimprod2021494?sku=2565636,"Clinique My Happy Indigo Mist Perfume Spray is a refreshing scent with bluebells, wet green notes of melon and violet leaf, cashmeran, and orris root.",Fresh,"Top: apple skin, grapefruit oil, pink pepperMiddle: jasmine absolute, rose water, violet leafBottom: cashmeran, cedarwood, operanide Item 2565636",,,
NOYZÂ,Sh**ty Day Eau de Parfum,$85.00,,https://www.ulta.com/p/shty-day-eau-de-parfum-pimprod2045032?sku=2624683,"Sh**ty Day? Ocean Air, Clary Sage and Salted Fig let you own it. It's a deep breath, a good laugh, a vent sesh, brought to you by NOYZ.",Amber / Aromatic,Top: Eucalyptus Leaves / Ocean Air / Coconut Water / BergamotMiddle: Salted Fig / Clary Sage / Blue Violet / French LavenderBase: Venezuelan Tonka Bean / Sea-Soaked Woods / Baltic Amber / Cedarwood Item 2624683,,,
ChloÃ©Â,Le Parfum,$118.00 - $190.00,,https://www.ulta.com/p/le-parfum-pimprod2054070?sku=2645648,"Warm, powerful and seductive, ChloÃ© Le Parfum is addictive without being saccharine. A floral fragrance charged by an enveloping overload of orange blossom, intertwined with fresh rose alongside an accord of tonka bean and vanilla.",Floral,Top- Orange Blossom AccordHeart- Rose EssenceBase- Vanilla and Tonka notes,,,
NEST New YorkÂ,Perfume Oilâ Discovery Set,$26.00,,https://www.ulta.com/p/perfume-oil-discovery-set-pimprod2052703?sku=2645599,"NEST Perfume Oil Discovery Set: Discover a modern way to wear fragrance with Perfume Oils. Each features a pure, single note ingredient harvested from a special region around the globe that is artfully blended with luxurious baobab oil for a heightened fragrance experience that nourishes the skin.",,,Leaves skin feeling nourishedDelivers long-lasting fragrance,,
NEST New YorkÂ,Balinese Coconut Perfume Oil,$102.00,,https://www.ulta.com/p/balinese-coconut-perfume-oil-pimprod2053626?sku=2642870,"Bask on the beach of Bali with this nourishing perfume oil featuring notes of creamy coconut, tropical tiare blossom, and salted musk. NEST New York has a new look! The fragrance and formula remains the same, now housed in a new design.",,Creamy CoconutTropical Tiare BlossomSalted MuskSolar Frangipani Accord Item 2642870,,,
Ralph LaurenÂ,Romance Elixir,$136.00,,https://www.ulta.com/p/romance-elixir-pimprod2049211?sku=2634513,"Romance Elixir invites you to embrace your most sensual self with an intoxicating experience that ignites the senses. This warm, addictive floral fragrance unfolds with a burning rose heart, enveloped in juicy fruit liquors, amber, and alluring woods.",FloralWarm & Sweet Gourmand,"Bergamot, Green Mandarin, Pink Pepper, LycheeRose Absolute, Violet Accord, Raspberry accord, ElemiPatchouli, Benzoin, Vanilla Accord Item 2634513",,,
Dolce&GabbanaÂ,Light Blue Eau de Toilette Mini Trio Gift Set,$122.00,,https://www.ulta.com/p/light-blue-eau-de-toilette-mini-trio-gift-set-pimprod2054622?sku=2645588,A dive into the memories of an endless summer: the Dolce&Gabbana Light Blue Eau de Toilette Mini Trio Gift Set captures all the magic of the Mediterranean.,,TOP: Juicy notes of Sicilian lemon and crisp Granny Smith apple combine with the exquisite simplicity of bellflower to recreate the spirit of Mediterranean summer.HEART: A woody and aromatic hint of bamboo welcomes a lovely bouquet of jasmine in full bloom and white rose.BASE: The sensuous foundation of steam-distilled Virginia cedarwood is intertwined with warm amber accents and a lingering trail of musk.,,,
ChloÃ©Â,Chloe Eau de Parfum and Lumineuse Mini Duo Gift Set,$34.00,,https://www.ulta.com/p/chloe-eau-de-parfum-lumineuse-mini-duo-gift-set-pimprod2050267?sku=2637044,"Welcome in the spring with this ChloÃ© perfume gift set for women featuring two fragrances. Here, the flowers are celebrated in all their aesthetic and olfactive dimensions. A floral perfume for her that captures a poetry that is singular to springtime.",Floral,Top: LycheeHeart: Damascena Rose (essence)Base: Amber,,,
BurberryÂ,Burberry Mini Perfume 4-Piece Gift Set,$70.00,,https://www.ulta.com/p/burberry-mini-perfume-4-piece-gift-set-pimprod2054486?sku=2646366,"Experience the ambery, fruity scents of Burberry Her Eau de Parfum and Burberry Her Eau de Parfum Intense, while discovering the gourmand, aromatic Burberry Goddess Eau de Parfum and the leathery facet of Burberry Goddess Parfum.",Ambery,"Burberry Goddess Eau de Parfum: Top- Vanilla Infusion and Lavender; Middle- Vanilla Caviar; Base- Vanilla AbsoluteBurberry Goddess Parfum: Top- Lavender Essence and Raspberry Accord; Middle- Trio of Vanilla Extracts (infusion, caviar, absolute); Base- Suede Leather AccordHer Eau de Parfum: Top- Blackcurrant, Blueberry, Raspberry; Middle- Jasmine Accord, Violet accord; Base- White Woods, Musk, Dry AmberHer Eau de Parfum Intense: Top- Wild Strawberry; Middle- Orange Blossoms; Base- Ambery Wood",,,
Jean Paul GaultierÂ,La Belle Flower Limited-Edition Eau de Parfum,$155.00,,https://www.ulta.com/p/la-belle-flower-limited-edition-eau-de-parfum-pimprod2051191?sku=2638986,"La Belle Flower Eau de Parfum by Gaultier is a dazzling floral and fruity fragrance that captivates with bold apricot, voluptuous jasmine, and magnolia. Enhanced by smooth vanilla and woody notes of patchouli and vetiver, this limited-edition scent is a supernatural feminine beauty.",Fruity Amber Floral,Top Notes- Sweet ApricotHeart Notes- JasmineBase Notes- Vanilla Item 2638986,,,
TOM FORDÂ,Bois Pacifique Eau de Parfum,$165.00 - $240.00,,https://www.ulta.com/p/bois-pacifique-eau-de-parfum-pimprod2049676?sku=2634829,"Notes of silver-sleek cardamom, fresh turmeric and akigalawood are warmed by the fiery resin, olibanum. In this fragrance, the awe-inspiring vitality of deep, multi-dimensional woods â cedar, oakwood and sandalwood â takes root in opulent, amber-vanilla notes.",Warm & Spicy,Turmeric essenceSandalwood album essenceOakwood absolute Item 2634829,,,
Calvin KleinÂ,Eternity Eau de Parfum,$123.00,,https://www.ulta.com/p/eternity-eau-de-parfum-2505?sku=2011350,Romantic. Timeless. Feminine. Calvin Klein Eternity Eau de Parfum was inspired by the ideal of lasting love and intimacy. A harmonious blend of white flowers and creamy woods.,Floral,"Top - freesia, mandarin, sageMiddle - muguet, white lily, marigold, narcissusBase - sandalwood, patchouli, amber Item 2011350",,,
GivenchyÂ,L'Interdit Rouge Eau de Parfum,$104.00 - $160.00,,https://www.ulta.com/p/linterdit-rouge-eau-de-parfum-pimprod2027021?sku=2587076,"Embrace the thrill of the spicy next chapter of the iconic forbidden fragrance with Givenchy L'Interdit Rouge Eau de Parfum. This sensual, incandescent perfume for women unveils a white floral bouquet tinted in red. In tribute to its iconic red color, the bottle is adorned in lacquered red.",Floral,"Top - blood orange, spicy red accordMiddle - orange blossom, jasmine, tuberoseBase - patchouli, sandalwood Item 2587076",,,
NematÂ,White Musk Fragrance Oil,sale price $15.74$15.74list price $20.99$20.99,,https://www.ulta.com/p/white-musk-fragrance-oil-pimprod2044417?sku=2621679,"The White Musk Fragrance Oil from Nemat is a clean musk scent which stays close to the skin. The soft, endearing notes of this fragrance feel like one is enveloped in silken sheets.",,"Top - fresh, cleanMiddle - warm, comfortingBase - velvety musk Item 2621679",,,
PacificaÂ,Silver Moon Spray Perfume,sale price $18.90$18.90list price $27.00$27.00,,https://www.ulta.com/p/silver-moon-spray-perfume-pimprod2044449?sku=2622490,"Pacifica's Silver Moon Spray Perfume is a unisex earthy blend combining notes of creamy vanilla, warm tonka, almond, woody santal and cardamom in natural grain alcohol. Backed by neuroscience, their functional fragrances are key tools for your pursuit of wellbeing.",,"Aromapower - InspireTop - white flower, vanilla liquor, lilyMiddle - almond, tonka, santal, cardamonBottom - vanilla bean, musk, amber",,,
Marc JacobsÂ,Daisy Mini 4-Piece Gift Set,$58.00,,https://www.ulta.com/p/daisy-mini-4-piece-gift-set-pimprod2054497?sku=2646560,"GIFT THE RE[MARC]ABLE. Charmingly simple with a signature quality, the Marc Jacobs Daisy floral fragrances make the perfect gift. The Marc Jacobs Daisy gift set contains four distinctive fragrances, each with their own unique personality.",Floral,"Daisy Eau de Toilette: Top- Wild Berries; Middle- White Violet, Jasmine; Base- SandalwoodDaisy Eau So Fresh Eau de Toilette: Top- Pink Grapefruit, Raspberries; Middle- Wild Rose; Base- Soft MusksDaisy Love Eau de Toilette: Top- Crystallized Cloud Berries; Middle- Daisy Tree Petals; Base- Cashmere Musk, DriftwoodDaisy Wild Eau de Parfum: Top- Banana Blossom Accord; Middle- Jasmine & Macadamia AccordBase- Sandalwood & Vetiver Des Sables",,,
MUGLERÂ,Angel Stellar Eau de Parfum,$100.00 - $190.00,,https://www.ulta.com/p/angel-stellar-eau-de-parfum-pimprod2051934?sku=2639592,"Supra-sensual and long-lasting, the new Angel Stellar Eau de Parfum is a dazzling ambery gourmand powdery fragrance that takes Mugler's creativity and expertise to new heights. Let mysterious woods and powdery vanilla wrap you up in a voluptuous, warm and creamy embrace.",Ambery Gourmand,Top Notes â Bergamot EssenceHeart Notes â Pistachio AccordBase Notes â Bourbon Vanilla and Woods Accord Item 2639592,,,
CliniqueÂ,My Happy Cookies & Kisses Perfume Spray,$35.00,,https://www.ulta.com/p/my-happy-cookies-kisses-perfume-spray-pimprod2021209?sku=2565638,"Clinique My Happy Cookies & Kisses Perfume Spray is an indulgent scent with a touch of cinnamon, rich vanilla, and creamy chestnuts.",Amber,"Top: pink pepper, baked apple accord, bergamotMiddle: chestnut, fir balsam, pimento berryBottom: Guaiac wood, Peru balsam, ambroxan, sandalwood Item 2565638",,,
SupersuiteÂ,Caramel Temptress Eau De Parfum Intense,$49.00,,https://www.ulta.com/p/caramel-temptress-eau-de-parfum-intense-pimprod2054537?sku=2646124,"Spritz your way to embodying the ultimate Baddie with Supersuites's captivating collection of intoxicating fragrances that elevate your every moment. Caramel Temptress Eau De Parfum Intense is an ode to confidence and fun, designed for those who love to live loudly and shine endlessly.",Amber Vanilla,"Top - Caramel, Bourbon AccordMiddle - Jasmine, White FloralBase - Sandalwood, Vanilla, Musk Item 2646124",,,
Ariana GrandeÂ,Cloud Pink 3-Piece Gift Set,$75.00,,https://www.ulta.com/p/cloud-pink-3-piece-gift-set-pimprod2054355?sku=2645637,This Ariana Grande Cloud Pink giftset is made for mistletoe moments! Snuggle up with the addictive Cloud Pink fragrance and bring holiday cheer with a limited-edition Candle.,,"Top - Pineapple, Dragon Fruit, BerriesMiddle - Vanilla Orchid, Coconut Water, Blush AmbretteBase - Moss, Amber Woods, Musk, Praline Item 2645637",,,
TrulyÂ,Vanilla Baby Eau de Parfum,$59.00,,https://www.ulta.com/p/vanilla-baby-eau-de-parfum-pimprod2046353?sku=2627637,Truly's Vanilla Baby Eau De Parfum is a deliciously sweet and sexy gourmand fragrance. This Vanilla Baby is a dual-personality that is anything but basic.,,"Top - pear, pistachioBase - vanilla, amber, cedarwood Item 2627637",,,
TOM FORDÂ,Eau de Soleil Blanc Eau de Toilette,$100.00 - $200.00,,https://www.ulta.com/p/eau-de-soleil-blanc-eau-de-toilette-pimprod2051833?sku=2639541,"Ascent to the sun. Eau de Soleil Blanc fragrance follows Soleil's radiant light, a world where sparkling citrus gives way to decadent florals. Step into the sun's golden path with the hypnotic warmth of addictive amber and a luscious coco de mer accord.",Fresh,Vert de bergamotYlang ylangCoco de mer accord Item 2639541,,,
Viktor&RolfÂ,BONBON Eau de Parfum,$180.00,,https://www.ulta.com/p/bonbon-eau-de-parfum-xlsImpprod18471019?sku=2528700,"Viktor&Rolf BONBON Eau de Parfum is a women's fragrance that pairs caramel with citrus, floral, and woody notes to create an irresistibly sweet perfume.",Sweet Floral,MandarinOrange BlossomCaramel Item 2528700,,,
GucciÂ,Flora Eau de Parfum 2-Piece Gift Set,$160.00Kit Price ($229 value)($229 value),,https://www.ulta.com/p/flora-eau-de-parfum-2-piece-gift-set-pimprod2054133?sku=2646702,"Sparkle under the stars, gift Gucci Beauty. Gucci Flora Gorgeous Gardenia: An intensely feminine, rich white floral scent. Gucci Flora Gorgeous Gardenia Intense: A Gucci scent that enhances the floral sensuality of the gardenia flower with rich, woody intensity.",Floral,"Gorgeous Gardenia Eau de Parfum: Top- Pear Blossom; Middle- White Gardenia, Jasmine; Base- Brown Sugar, PatchouliGorgeous Gardenia Eau de Parfum Intense: Top- Mandarin Essence; Middle- Gardenia Accord, Hedione; Base- Sandalwood Essence",,,
TrulyÂ,Unicorn Fruit Eau de Parfum,$59.00,,https://www.ulta.com/p/unicorn-fruit-eau-de-parfum-pimprod2027099?sku=2585264,"The much-requested fragrance version of Truly's bestselling Unicorn Fruit skincare line - featuring fruity notes of acai berries, matcha, and rose that coalesce into a sweet, signature scent.",,,,,
EstÃ©e LauderÂ,Beautiful Magnolia Eau de Parfum Spray,$85.00 - $150.00,,https://www.ulta.com/p/beautiful-magnolia-eau-de-parfum-spray-pimprod2022124?sku=2577972,"Celebrate that I AM BEAUTIFUL with Estee Lauder's floral green fragrance, with notes of lush magnolia, solar gardenia, warm woods and luminous musk.",Floral Green Item 2577972,"Top: Magnolia Petals, MatÃ©, Water LotusMiddle: Magnolia Oil, Solar Gardenia, RoseDry Down: Cedarwood, Sandalwood, Illumina Musk",I AM BEAUTIFUL.My world is defined by my own passions.I am a force writing my own rules.Sensual and strong.Vulnerable and invincible.A woman of my own making but connected to my roots.My beauty reflects all that I am.All that I am becoming.All those I love.I am beautiful because of my story.Beautiful Magnolia celebrates the multitudes you contain.Your beautiful dualities.,,
DiorÂ,Miss Dior Mini Miss Eau de Parfum Solid Perfume,$89.00,,https://www.ulta.com/p/miss-dior-mini-miss-eau-de-parfum-solid-perfume-pimprod2049382?sku=2631565,"Miss Dior Eau de Parfum is reimagined in an alcohol-free solid format housed in a couture-inspired case for on-the-go application. Floral notes of Centifolia rose, lily-of-the-valley, peony and iris are rounded out with an accord of tender woods.",Floral Item 2631565,Centifolia roseLily-of-the-valleyPeony Iris,,,
NOYZÂ,Sh**ty Day Eau De Parfum Travel Size,$38.00,,https://www.ulta.com/p/shty-day-eau-de-parfum-travel-size-pimprod2045042?sku=2624684,"Sh**ty Day? Ocean Air, Clary Sage and Salted Fig let you own it. It's a deep breath, a good laugh, a vent sesh, brought to you by NOYZ.",Amber / Aromatic,Top: Eucalyptus Leaves / Ocean Air / Coconut Water / BergamotMiddle: Salted Fig / Clary Sage / Blue Violet / French LavenderBase: Venezuelan Tonka Bean / Sea-Soaked Woods / Baltic Amber / Cedarwood Item 2624684,,,
PacificaÂ,Island Vanilla Spray Perfume,sale price $18.90$18.90list price $27.00$27.00,,https://www.ulta.com/p/island-vanilla-spray-perfume-pimprod2043910?sku=2622488,"Pacifica's Island Vanilla Perfume combines middle notes of sugar, vanilla and jasmine with grounding vetiver and white cacao in natural grain alcohol for a mood-lifting experience. Backed by neuroscience, their functional fragrances are key tools for your pursuit of wellbeing.",,"Aromapower - EuphoriaTop - lily of the valley, lime blossom, vanilla infusionMiddle - jasmine, vanilla orchid, sandalwood, vetiverBottom - vanilla bean, sugar, cacao Item 2622488",,,
SnifÂ,Tart Deco Eau de Toilette,$65.00,,https://www.ulta.com/p/tart-deco-eau-de-toilette-pimprod2040339?sku=2614721,"Snif Tart Deco Eau de Toilette is a nostalgic cherry scent that starts out juicy and settles into sophistication with birchwood, vanilla, and vetiver.","Woody, Ambery, Fruity","Top: Cherry, Raspberry, Apple BrandyDry: Birchwood, Cedarwood, Vetiver, Vanilla, Orcanox Item 2614721",,,
TOM FORDÂ,CafÃ© Rose Eau de Parfum,$125.00 - $240.00,,https://www.ulta.com/p/cafe-rose-eau-de-parfum-pimprod2040396?sku=2614503,Tom Ford's CafÃ© Rose Eau de Parfum captures the untamed sensuality of a refined rose infused with the unexpected twist of dark coffee.,Floral,Rose EssenceRose AbsoluteCoffee Item 2614503,,,
SupersuiteÂ,Pear Skin Eau De Parfum Intense,$49.00,,https://www.ulta.com/p/pear-skin-eau-de-parfum-intense-pimprod2054539?sku=2646126,"Spritz your way to embodying the ultimate Baddie with Supersuites's captivating collection of intoxicating fragrances that elevate your every moment. Pear Skin Eau De Parfum Intense is an ode to confidence and fun, designed for those who love to live loudly and shine endlessly.",Floral Fruity,"Top - Pear, Mandarin, MuguetMiddle - Transparent Jasmine, MuskBase - Cedarwood Item 2646126",,,
RabanneÂ,Million Gold For Her Eau de Parfum Women's 2-Piece Gift Set,$139.00Kit Price ($160 value)($160 value),,https://www.ulta.com/p/million-gold-her-eau-de-parfum-womens-2-piece-gift-set-pimprod2051867?sku=2640046,"Celebrate Mother's Day with a limited edition Million Gold For Her 2-Piece Gift Set, dressed in a luminous & ultra-couture pattern metal inspired by Rabanne fashion. This bold, feminine scent blends rich florals and sparkling rose with hints of mineral musk and vanilla.",Floral Item 2640046,Top Notes- RoseHeart Notes- White Flower BouquetBase Notes- Mineral Musk,,,
Viktor&RolfÂ,Flowerbomb Eau de Parfum 2 Piece Gift Set,$100.00,,https://www.ulta.com/p/flowerbomb-eau-de-parfum-2-piece-gift-set-pimprod2044962?sku=2625679,"Give the gift of Viktor&Rolf with a set featuring Flowerbomb fragrance in both a full size and travel spray. The iconic, floral and vanilla perfume blends beautiful notes of delicate jasmine and sweet vanilla. This women's perfume set is the ideal present for the ones you love.",Fresh Floral,"Top - cattleya orchid, freesia, centifolia roseMiddle - sambac jasmine, India osmanthusBase - patchouli, vanilla",,,
TOM FORDÂ,Noir Extreme Eau de Parfum,$165.00 - $240.00,,https://www.ulta.com/p/noir-extreme-eau-de-parfum-pimprod2007695?sku=2554072,"Tom Ford Noir Extreme Eau de Parfum: An amber-drenched, woody fragrance with spices and a tantalizing, delectable heart.",WARM AND SPICY,AMBERCARDAMOMSANDALWOOD Item 2554072,,,
CHANELÂ,GABRIELLE CHANEL L'EAU Eau de Toilette Spray,$143.00 - $176.00,,https://www.ulta.com/p/gabrielle-chanel-leau-eau-de-toilette-spray-pimprod2046678?sku=2627493,"A fresh, floral composition tinged with sparkling, fruity notes that takes the radiance of the GABRIELLE CHANEL fragrance line to new heights. The scent appears to hover weightlessly in its square bottle, crafted from ultra-thin glass. The label and stopper are dressed in a rosy beige gold shade.",Floral Item 2627493,,,,
Miu MiuÂ,L'Eau de Muguet Eau de Parfum,$108.00 - $172.00,,https://www.ulta.com/p/leau-de-muguet-eau-de-parfum-pimprod2054204?sku=2644664,"L'Eau de Muguet Eau de Parfum a fresh floral fragrance with green musky notes. Miu Miu's energizing twist on lily of the valley, gone rogue with earthy peppery Akigalawood.",Fresh Floral,Top Note: Lily of the ValleyHeart Note: Green Musky NotesBase Note: Akigalawood Item 2644664,,,
CleanÂ,Classic Skin Eau de Parfum,$44.00 - $74.00,,https://www.ulta.com/p/classic-skin-eau-de-parfum-pimprod2017598?sku=2570968,Clean Classic Skin Eau de Parfum is inspired by the warm touch of a loving embrace.,Floral Musk,Lotus BlossomDewy PetalsCreamy Vanilla Item 2570968,,,
Ralph LaurenÂ,Romance Intense 3-Piece Gift Set,$145.00Kit Price ($245 value)($245 value),,https://www.ulta.com/p/romance-intense-3-piece-gift-set-pimprod2051684?sku=2638385,"Embrace the intensity of Romance and experience a love story within the exclusive library of Ralph Lauren Fragrances with Romance Eau de Parfum Intense. Romance is An Adventure, the story of effortless beauty and sheer sensuality for her told by this luxurious three-piece fragrance gift set.",Floral,"Top - bergamot heart, green mandarin, blackcurrant accordâMiddle - rose accord, lily of the valley accord, ylang ylang essence, violet leaves absolute, marigold essenceâBase - sandalwood accord, cedarwood heart virginia, patchouli essence, vanilla accordâ",,,
BurberryÂ,Her London Dream Eau de Parfum,$111.00 - $181.00,,https://www.ulta.com/p/her-london-dream-eau-de-parfum-pimprod2016487?sku=2568115,"Her London Dream, a modern yet romantic, dream-like moment, set in the heart of London. Radiant and sparkling, the signature Her scent evolves in to Her London Dream, with ripe top notes of lemon and fresh ginger â vibrant and memorable. With a romantic rose and peony heart.",Floral,"Top - lemon, gingerMiddle - rose, peonyBase - musk, amber Item 2568115",,,
BurberryÂ,Burberry Goddess Eau de Parfum 2-Piece Gift Set,$116.00Kit Price ($151 value)($151 value),,https://www.ulta.com/p/burberry-goddess-eau-de-parfum-2-piece-gift-set-pimprod2054488?sku=2646508,"Burberry Goddess Eau de Parfum is a unique gourmand scent. On top, a vanilla infusion with woody tonalities, at the heart a vanilla caviar with a rich sweetness, and at the base, a vanilla absolute enriched with the floral aromas of lavender.",Ambery,Top- Vanilla Infusion and LavenderMiddle- Vanilla CaviarBase- Vanilla Absolute,,,
Ariana GrandeÂ,LOVENOTES Pink Woods by Ariana Grande 3-Piece Gift Set,$85.00,,https://www.ulta.com/p/lovenotes-pink-woods-by-ariana-grande-3-piece-gift-set-pimprod2054356?sku=2645638,Wrap yourself in the scent of the season â Lovenotes Pink Woods by Ariana Grande. This must-have giftset features the captivating Pink Woods fragrance and a limited-edition Candle.,,"Top - Italian Bergamot, Lotus FlowerMiddle - Jasmine Petals, Tea Leaves, VetiverBase - Tonka Beans, Cashmere Woods, Cotton Candy Item 2645638",,,
NOYZÂ,Discovery Kit Eau De Parfum,$22.00,,https://www.ulta.com/p/discovery-kit-eau-de-parfum-pimprod2045036?sku=2624685,"Why choose? Try them all. Sample, layer up, put one in every bag. Discovery Kit Eau De Parfum includes four NOYZ spray vials, their essential fragrances inspired by real stories and raw feelings.",Love Club: Fruity / Floral / WoodyUnmute: Amber / Woody / VanillaLost + Found: Citrus / WoodySh**ty Day: Amber / Aromatic,"LOVE CLUB Top: Saffron / Sichuan Pepper Middle: Turkish Pink Rose / Wild Raspberry Base: Whipped Marshmallow / Ebony WoodsUNMUTE Top: Indonesian Cassia / Black Plum Middle: Cashmere Woods / Spanish Ciste Base: Madagascar Vanilla / Crisp AmberLOST + FOUND Top: Italian Lemon / Australian Pink Pepper Middle: Jasmine Petals / Rhubarb Base: CedarwoodSH**TY DAY Top: Eucalyptus Leaves, Ocean Air Middle: Salted Fig / Clary Sage Base: Sea-Soaked Woods / Baltic Amber Item 2624685",,,
Ellis BrooklynÂ,Vignettes Mini Fragrance Set,sale price $17.50$17.50list price $35.00$35.00Kit Price ($50 value)($50 value),,https://www.ulta.com/p/vignettes-mini-fragrance-set-pimprod2041136?sku=2614637,Two of Ellis Brooklyn's most stunning Eau de Parfums in one striking Vignettes Mini Fragrance Set. Starring - Myth and Florist mini Eau de Parfums in 0.25oz. glass dabbers.,"Myth Eau de Parfum: FloralFlorist Eau de Parfum: Floral, Citrus","Myth Eau de Parfum: Top: Bergamot, ambrette seeds, cassis Middle: Tiger orchid, pink lotus, jasmine petals Base: Patchouli, liquid musks, white cedarwoodFLorist Eau de Parfum: Top: Italian Bergamot, Lemon Sfuma, Lily of the Valley, Pear Middle: Tuberose Petals, Golden Gardenia, Jasmine Sambac, Honeysuckle Base: Upcycled Cedarwood Virginia, Sandalwood Spicatum, Ambrox",,,
CliniqueÂ,Clinique My Happy Lily of the Beach Perfume Spray,$35.00,,https://www.ulta.com/p/clinique-my-happy-lily-of-beach-perfume-spray-pimprod2036418?sku=2606361,Clinique My Happy Lily of the Beach Perfume Spray is a floral woody scent to wear alone or layer.,Floral,"Bergamot, solar lily, ylang ylang, tiare, frangipani, coconut, sandalwood, vanilla, amber. Item 2606361",,,
NematÂ,Egyptian Musk Fragrance Oil,sale price $15.74$15.74list price $20.99$20.99,,https://www.ulta.com/p/egyptian-musk-fragrance-oil-pimprod2044418?sku=2621680,"The Egyptian Musk Fragrance Oil from Nemat is an elegant blend of musks, lily of the valley and clean linen notes with subtle hints of rose. It is a soft and relaxing aroma reminiscent of the feel-good factor of clean, crisp sheets.",,Top - lily of the valleyMiddle - fresh linenBase - powdery musk Item 2621680,,,
SupersuiteÂ,Gimmie Flowers Eau De Parfum Intense,$49.00,,https://www.ulta.com/p/gimmie-flowers-eau-de-parfum-intense-pimprod2054538?sku=2646125,"Spritz your way to embodying the ultimate Baddie with Supersuites's captivating collection of intoxicating fragrances that elevate your every moment. Gimmie Flowers Eau De Parfum Intense is an ode to confidence and fun, designed for those who love to live loudly and shine endlessly.",Floral Fresh,"Top - Bergamot, Water Fruits, Mineral AccordMiddle - Gardenia, Orange Flower, JasmineBase - Coconut, Vanilla, Amber Item 2646125",,,
Lake & SkyeÂ,11 11 Lychee Eau de Parfum,$98.00,,https://www.ulta.com/p/11-11-lychee-eau-de-parfum-pimprod2053422?sku=2645393,"A burst of optimism wrapped in soft, radiant power. The uplifting and vibrant energy of Lychee combines with raspberry and the warmth of ambrette seeds, hinoki, and oakwood to create an aura that smells amazing.",Fruity Amber Musk,"Top - Raspberry, Cassissweet, LycheeMiddle - Peony, Ambrette Seeds, Sugar CrystalsBase - Upcycled Oakwood, Hinoki Woods, Ambroxan Item 2645393",,,
Viktor&RolfÂ,Good Fortune Eau de Parfum,$99.00 - $182.00,,https://www.ulta.com/p/good-fortune-eau-de-parfum-pimprod2033681?sku=2600556,Viktor&Rolf Good Fortune Eau De Parfum Refill is concocted like a magic potion. This women's fragrance is a hypnotic solar jasmine infused scent in a rich vanilla bath with white flowers. Replenish your precious bottle with this eco-conscious refill.,Floral,"Top - fennel, gentianMiddle - jasmineBase - bourbon vanilla Item 2600556",,,
Miu MiuÂ,L'Eau Bleue Eau de Parfum,$108.00 - $172.00,,https://www.ulta.com/p/leau-bleue-eau-de-parfum-pimprod2054205?sku=2644666,"Miu Miu L'Eau Bleue Eau de Parfum a fresh musky fragrance for women that encapsulates the blissful mood of a bright spring day with lily of the valley, violet and white musk.",Fresh Floral,Top Note: Lily of the Valley AccordHeart Note: Violet Leaf AccordBase Note: White Musk Item 2644666,,,
NOYZÂ,The Solid Fragrance - 12:00,$42.00,,https://www.ulta.com/p/solid-fragrance-1200-pimprod2050401?sku=2635882,"A silky, balm-like anywhere fragrance by NOYZ glides on to release a concentrated yet close-to-skin scent that moves with you throughout the day â in the fragrance 12:00.",WarmSweet Gourmand,"Top: Australian Pink Pepper, Jasmine PetalsBase: Ambroxan, Spun Sugar Item 2635882",,,
ARMANIÂ,My Way Eau de Parfum Intense,$100.00 - $172.00,,https://www.ulta.com/p/my-way-eau-de-parfum-intense-pimprod2026851?sku=2586666,"Discover the Armani women's fragrance, My Way Eau de Parfum Intense. A bright floral perfume with an addictive woody trail, encapsulating intense experiences and authentic encounters around the world.",Floral,"Orange BlossomTuberoseSandalwood, Vanilla Item 2586666",,,
PhilosophyÂ,Amazing Grace Ballet Rose Eau de Parfum,$77.00,,https://www.ulta.com/p/amazing-grace-ballet-rose-eau-de-parfum-pimprod2016068?sku=2564172,"Delicate, dreamy and enchanting. Philosophy's Amazing Grace Ballet Rose Eau de Parfum is a stunning and longer lasting reinterpretation of the original.",Floral,"Top - lychee, cassie flowerMiddle - dewy peony, jasmine petals, rose absoluteBase - ambrette seeds, palisandre wood, ballet pink musk Item 2564172",,,
GucciÂ,Gucci Women's Discovery 4-Piece Mini Gift Set,$68.00,,https://www.ulta.com/p/gucci-womens-discovery-4-piece-mini-gift-set-pimprod2047195?sku=2628829,Discover or rediscover four iconic Gucci fragrances with this enchanting mini set.,Floral,"Guilty - Geranium, Pink Pepper, Lilac, Peach, Amber, PatchouliBloom - Rangoon Creeper, Tuberose, Jasmine BudFlora Gorgeous Gardenia - Pear Blossom, White Gardenia, Jasmine, Brown Sugar PatchouliFlora Gorgeous Orchid - Vanilla Duo, Vanilla Orchid, Ozonic Accord",,,
